"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"5516",21," State-gov",140764," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," United-States",0
"5518",35," Private",165767," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"5520",19," Private",227491," HS-grad",9," Never-married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States",0
"5521",25," Private",222254," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"5523",27," Private",29261," Assoc-acdm",12," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"5525",69," Private",108196," 10th",6," Never-married"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States",0
"5527",20," ?",201680," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,35," United-States",0
"5529",43," Local-gov",98130," Bachelors",13," Divorced"," Prof-specialty"," Own-child"," White"," Female",0,0,39," United-States",0
"5532",31," Self-emp-not-inc",349148," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"5534",26," Private",164583," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,30," United-States",0
"5535",39," Private",340091," Some-college",10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,75," United-States",0
"5536",25," Private",49092," Bachelors",13," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"5537",54," Local-gov",186884," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,30," United-States",0
"5541",50," Private",128378," 5th-6th",3," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,55," ?",0
"5542",33," Private",158416," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5545",33," Local-gov",342458," Assoc-acdm",12," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,56," United-States",0
"5546",21," Local-gov",38771," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"5547",35," Self-emp-not-inc",269300," Bachelors",13," Never-married"," Other-service"," Not-in-family"," Black"," Female",0,0,60," United-States",0
"5549",57," ?",199114," 10th",6," Separated"," ?"," Not-in-family"," White"," Male",0,0,30," United-States",0
"5550",51," Local-gov",33863," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",0
"5551",29," Private",132874," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"5552",51," Local-gov",277024," HS-grad",9," Separated"," Protective-serv"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"5553",35," Private",112160," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5554",18," Private",703067," 11th",7," Never-married"," Sales"," Own-child"," White"," Male",0,0,20," United-States",0
"5555",58," Private",127264," 10th",6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"5558",37," Private",201319," Some-college",10," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"5559",38," Private",114079," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States",0
"5560",45," Private",230979," Some-college",10," Married-spouse-absent"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5562",64," ?",286732," 7th-8th",4," Widowed"," ?"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5563",38," Local-gov",134444," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States",0
"5565",46," Private",191357," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",0
"5566",18," ?",279288," 10th",6," Never-married"," ?"," Other-relative"," White"," Female",0,0,30," United-States",0
"5568",30," Private",303867," HS-grad",9," Separated"," Transport-moving"," Not-in-family"," White"," Male",0,0,44," United-States",0
"5570",39," Private",111499," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5573",44," Private",231348," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5574",33," Private",164748," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"5576",58," Self-emp-not-inc",54566," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,35," United-States",0
"5577",45," Private",34419," Bachelors",13," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,30," United-States",0
"5578",59," Private",116442," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States",0
"5579",29," Private",290740," Assoc-acdm",12," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,50," United-States",0
"5580",27," Private",255582," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5584",27," Private",329005," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"5588",31," Private",34572," Assoc-voc",11," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,45," United-States",0
"5591",78," ?",363134," HS-grad",9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,1," United-States",0
"5592",28," Private",308709," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,48," United-States",0
"5595",66," Private",142501," HS-grad",9," Never-married"," Other-service"," Other-relative"," Black"," Female",0,0,3," United-States",0
"5597",31," Private",177675," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"5599",24," Private",200997," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,45," United-States",0
"5604",23," Private",320451," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Male",0,0,24," United-States",0
"5605",23," Private",38151," 11th",7," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,40," Philippines",0
"5606",55," Local-gov",123382," Assoc-voc",11," Separated"," Prof-specialty"," Unmarried"," Black"," Female",0,0,35," United-States",0
"5608",39," Private",484475," 11th",7," Never-married"," Craft-repair"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"5609",57," Private",329792," 7th-8th",4," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,0,75," United-States",0
"5610",35," Private",148903," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
"5616",44," Private",476391," Some-college",10," Divorced"," Farming-fishing"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5618",26," Private",306225," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Poland",0
"5622",36," Private",176101," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Male",2174,0,60," United-States",0
"5623",36," Private",749105," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,36," United-States",0
"5624",41," ?",230020," 5th-6th",3," Married-civ-spouse"," ?"," Husband"," Other"," Male",0,0,40," United-States",0
"5627",43," Private",198203," Some-college",10," Married-spouse-absent"," Other-service"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"5631",46," Private",146919," HS-grad",9," Separated"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5632",56," Private",174744," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"5636",47," State-gov",156417," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Male",0,0,20," United-States",0
"5637",42," Private",236110," 5th-6th",3," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Puerto-Rico",0
"5638",19," Private",63363," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States",0
"5639",25," Private",190107," Bachelors",13," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"5641",35," Private",176756," 12th",8," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States",0
"5642",40," Private",115161," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,30," United-States",0
"5643",57," Self-emp-not-inc",138892," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,15," United-States",0
"5645",48," Private",265083," 10th",6," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,38," United-States",0
"5646",34," Private",249948," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,34," United-States",0
"5647",46," Federal-gov",31141," Some-college",10," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5648",30," Private",164190," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,38," ?",0
"5649",45," State-gov",67544," Masters",14," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,50," United-States",0
"5653",56," ?",188166," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",0
"5655",25," Private",189590," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5656",41," Private",140590," Some-college",10," Never-married"," Sales"," Not-in-family"," Black"," Male",0,0,33," United-States",0
"5657",35," Private",255702," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,27," United-States",0
"5660",37," State-gov",151322," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5662",19," Private",93604," 7th-8th",4," Never-married"," Craft-repair"," Own-child"," White"," Male",0,1602,32," United-States",0
"5663",31," Private",86958," 9th",5," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," United-States",0
"5665",33," Private",192644," HS-grad",9," Separated"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,35," Puerto-Rico",0
"5666",72," Private",284080," 1st-4th",2," Divorced"," Other-service"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"5668",30," Private",190040," Bachelors",13," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5671",30," Private",381645," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States",0
"5674",35," Private",112271," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"5676",38," State-gov",352628," Bachelors",13," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"5678",32," Private",249550," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,44," United-States",0
"5679",49," Private",178749," Masters",14," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"5680",76," ?",173542," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,10," United-States",0
"5681",60," Private",167670," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",0
"5682",60," Private",81578," 9th",5," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"5684",41," Private",163322," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,30," ?",0
"5690",32," Private",131379," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"5692",59," Private",380357," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5693",31," Private",79190," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States",0
"5696",63," Private",339473," Some-college",10," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,60," United-States",0
"5698",51," Private",300816," Bachelors",13," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,20," United-States",0
"5699",51," Private",240988," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",0
"5700",23," Private",149224," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"5701",49," Private",168216," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"5702",56," Private",286487," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",2885,0,45," United-States",0
"5705",30," Self-emp-not-inc",188798," HS-grad",9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"5706",43," Self-emp-not-inc",240170," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Germany",0
"5707",31," Private",459465," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,50," United-States",0
"5708",44," Local-gov",162506," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States",0
"5715",46," Private",27802," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"5716",19," State-gov",165289," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"5717",19," Private",274657," 5th-6th",3," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,50," Guatemala",0
"5720",37," Private",170408," Assoc-voc",11," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,30," United-States",0
"5722",40," Private",76625," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
