"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
57," Local-gov",189824," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",7298,0,40," United-States",1
61," Self-emp-inc",187124," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,20," United-States",1
45," Private",175958," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
57," Private",165695," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," ?",1
47," Self-emp-not-inc",242391," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States",1
40," Self-emp-not-inc",237293," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",15024,0,40," United-States",1
39," Private",191807," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",15024,0,50," United-States",1
47," State-gov",100818," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
32," Self-emp-not-inc",37232," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,45," United-States",1
51," Self-emp-not-inc",183173," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
31," Private",127610," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
27," Self-emp-not-inc",37302," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7688,0,70," United-States",1
32," Private",387270," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States",1
64," Self-emp-inc",80333," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
49," Self-emp-inc",197038," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
42," Self-emp-not-inc",303044," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia",1
45," Private",129336," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States",1
39," Self-emp-not-inc",164593," Doctorate",16," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",4787,0,40," United-States",1
47," Private",175990," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,30," United-States",1
63," Private",174018," Some-college",10," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States",1
25," Private",203871," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,1887,40," United-States",1
29," Private",53271," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
59," Private",233312," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
39," Federal-gov",243872," Assoc-acdm",12," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",1
39," Self-emp-not-inc",126569," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States",1
48," Self-emp-inc",38240," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",1
53," Private",304353," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,36," United-States",1
38," Private",127601," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",1
42," ?",212206," Masters",14," Married-civ-spouse"," ?"," Wife"," White"," Female",0,1887,48," United-States",1
51," Private",114927," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",7298,0,40," United-States",1
37," Private",380614," Assoc-acdm",12," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,13," United-States",1
45," Local-gov",140644," Bachelors",13," Divorced"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States",1
48," Federal-gov",156410," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,50," United-States",1
29," Private",214858," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
56," Private",212864," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
45," Private",81132," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",0,0,55," United-States",1
63," Private",64544," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",1
45," Private",205424," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,65," United-States",1
53," Self-emp-inc",148532," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
39," Private",255503," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",1
66," Private",210825," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
50," State-gov",24185," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,38," United-States",1
34," Private",182926," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States",1
62," Self-emp-inc",200577," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
36," Self-emp-not-inc",186035," Prof-school",15," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,30," United-States",1
31," Local-gov",47276," Bachelors",13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,38," United-States",1
28," Private",138692," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
48," Private",195437," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
52," Self-emp-inc",334273," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,65," United-States",1
61," Private",180418," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
56," Private",213105," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,36," United-States",1
36," Private",334291," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
34," Self-emp-not-inc",204052," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",162327," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,1902,50," ?",1
47," Local-gov",81654," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,56," United-States",1
35," Private",116541," Masters",14," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,44," United-States",1
30," State-gov",169496," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
70," ?",148065," Some-college",10," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,4," United-States",1
37," Local-gov",160910," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States",1
28," Private",105817," 11th",7," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
28," Private",535978," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
43," Local-gov",34640," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Other"," Male",0,1887,40," United-States",1
35," Private",148903," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,16," United-States",1
28," Private",200515," Some-college",10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," United-States",1
31," Private",147284," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,99," United-States",1
40," Private",270147," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",1
66," Self-emp-inc",197816," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",10605,0,40," United-States",1
69," Self-emp-not-inc",58213," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20051,0,45," United-States",1
42," Federal-gov",122861," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
53," Private",135840," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
37," Self-emp-inc",107164," 10th",6," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,2559,50," United-States",1
33," Private",341187," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
62," Self-emp-not-inc",171315," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
57," Private",47857," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
32," Private",553405," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,50," United-States",1
28," Private",259840," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
50," Private",121685," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
42," State-gov",102343," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,72," India",1
50," State-gov",288353," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
54," Self-emp-not-inc",109418," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1977,35," United-States",1
29," Private",124680," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Female",13550,0,35," United-States",1
41," Private",112283," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",1
35," Local-gov",182570," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
50," Self-emp-inc",127315," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States",1
40," Private",116632," HS-grad",9," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States",1
39," Private",271521," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,48," Philippines",1
45," Private",285858," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
29," Private",176683," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",1
29," Private",137476," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,35," United-States",1
58," Private",210673," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States",1
44," Federal-gov",244054," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,60," United-States",1
43," Private",152629," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
55," Private",272656," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,55," United-States",1
49," Private",169818," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,40," United-States",1
52," Private",186303," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,55," Canada",1
55," Private",106740," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
39," Private",224531," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,40," United-States",1
39," Private",248011," Assoc-voc",11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",5178,0,40," United-States",1
36," Self-emp-not-inc",313853," Bachelors",13," Divorced"," Other-service"," Unmarried"," Black"," Male",0,0,45," United-States",1
76," Private",124191," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",93690," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
38," Private",32528," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
49," Private",187370," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",1
37," Private",103121," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,1848,40," United-States",1
36," Private",143486," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
47," Self-emp-not-inc",121124," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
44," Local-gov",203761," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
45," Private",26522," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1902,35," United-States",1
62," Private",185503," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
39," Private",126675," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
43," Private",475322," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
40," Federal-gov",121012," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,48," United-States",1
